gene,id,Disease-OMIM,Type,OMIM_ID,Mondo,Severity
LARGE1,603590,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 6, 613154 (3)",Neuromuscular,OMIM:613154,MONDO:0013158,Profound
LARP7,612026,"Alazami syndrome, 615071 (3)",Skeletal,OMIM:615071,MONDO:0014031,Profound
LARS1,151350,?Infantile liver failure syndrome 1,Hepatic,,,
LARS2,604544,"Perrault syndrome 4, 615300 (3)",Developmental,OMIM:615300,MONDO:0014126,Severe
LAT,602354,"Immunodeficiency 52, 617514 (3), Autosomal recessive",Immunodeficiency,OMIM:617514,MONDO:0044721,Severe
LBR,600024,"Greenberg skeletal dysplasia, 215140 (3)",Skeletal,OMIM:215140,MONDO:0008974,Profound
LCA5,611408,"Leber congenital amaurosis 5, 604537 (3)",Ocular,OMIM:604537,MONDO:0011473,Moderate
LCAT,606967,"Norum disease, 245900 (3)",Metabolic,OMIM:245900,,
LDHA,150000,"Glycogen storage disease XI, 612933 (3)",Metabolic,OMIM:612933,MONDO:0013047,Severe
LDHB,150100,"Lactate dehydrogenase-B deficiency, 614128 (3)",Metabolic,OMIM:614128,,
LDLR,606945,"LDL cholesterol level QTL2/Hypercholesterolemia, familial",Cardiovascular,,,
LDLRAP1,605747,"Hypercholesterolemia, familial, autosomal recessive, 603813 (3)",Metabolic,OMIM:603813,MONDO:0011374,Moderate
LEP,164160,"Obesity, morbid, due to leptin deficiency, 614962 (3)",Metabolic,OMIM:614962,MONDO:0013991,Severe
LGI4,608303,"Arthrogryposis multiplex congenita, neurogenic, with myelin defect, 617468 (3), Autosomal recessive",Neuromuscular,OMIM:617468,MONDO:0060486,Profound
LHX3,600577,"Pituitary hormone deficiency, combined, 3, 221750 (3)",Endocrine,OMIM:221750,MONDO:0009091,Profound
LIAS,607031,"Pyruvate dehydrogenase lipoic acid synthetase deficiency, 614462 (3)",Metabolic,OMIM:614462,MONDO:0013762,Profound
LIFR,151443,"Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome, 601559 (3)",Skeletal,OMIM:601559,MONDO:0800043,Profound
LIG4,601837,"LIG4 syndrome, 606593 (3)",Developmental,OMIM:606593,MONDO:0011686,Profound
LINS1,610350,"Mental retardation, autosomal recessive 27, 614340 (3)",Neurologic,OMIM:614340,MONDO:0013702,Profound
LIPA,613497,"Cholesteryl ester storage disease, 278000 (3)",Metabolic,OMIM:278000,MONDO:0010204,
LIPC,151670,"Hepatic lipase deficiency, 614025 (3)",Hepatic,OMIM:614025,MONDO:0013533,Moderate
LIPT1,610284,"Lipoyltransferase 1 deficiency, 616299 (3)",Metabolic,OMIM:616299,MONDO:0014576,Profound
LMAN1,601567,"Combined factor V and VIII deficiency, 227300 (3)",Hematologic,OMIM:227300,MONDO:0009206,Mild
LMBR1,605522,"Acheiropody, 200500 (3)",Skeletal,OMIM:200500,MONDO:0008700,Severe
LMBRD1,612625,"Methylmalonic aciduria and homocystinuria, cblF type, 277380 (3)",Metabolic,OMIM:277380,MONDO:0010183,Profound
LMNA,150330,"Restrictive dermopathy, lethal, 275210 (3)",Cutaneous,OMIM:275210,MONDO:0010143,
LMOD3,616112,"Nemaline myopathy 10, 616165 (3)",Neuromuscular,OMIM:616165,MONDO:0014513,Severe
LONP1,605490,"CODAS syndrome, 600373 (3)",Developmental,OMIM:600373,MONDO:0010879,Profound
LPIN1,605518,"Myoglobinuria, acute recurrent, autosomal recessive, 268200 (3)",Neuromuscular,OMIM:268200,MONDO:0009992,Moderate
LPIN2,605519,"Majeed syndrome, 609628 (3)",Immunodeficiency,OMIM:609628,MONDO:0012316,Severe
LPL,609708,"Lipoprotein lipase deficiency, 238600 (3)",Metabolic,OMIM:238600,MONDO:0009387,Moderate
LRAT,604863,"Leber congenital amaurosis 14, 613341 (3)",Ocular,OMIM:613341,MONDO:0013231,Moderate
LRBA,606453,"Immunodeficiency, common variable, 8, with autoimmunity, 614700 (3)",Immunodeficiency,OMIM:614700,MONDO:0013863,Severe
LRIG2,608869,"Urofacial syndrome 2, 615112 (3)",Renal,OMIM:615112,MONDO:0014049,Severe
LRMDA,614537,"Albinism, oculocutaneous, type VII, 615179 (3)",Metabolic,OMIM:615179,MONDO:0014070,Moderate
LRMDA,614537,"Albinism, oculocutaneous, type VII, 615179 (3)",Metabolic,OMIM:615179,MONDO:0014070,Moderate
LRP2,600073,"Donnai-Barrow syndrome, 222448 (3)",Developmental,OMIM:222448,MONDO:0009104,Profound
LRP4,604270,"Cenani-Lenz syndactyly syndrome, 212780 (3)",Skeletal,OMIM:212780,MONDO:0008931,Severe
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRP5,603506,"Osteoporosis-pseudoglioma syndrome, 259770 (3)",Skeletal,OMIM:259770,MONDO:0009820,Profound
LRPPRC,607544,"Leigh syndrome, French-Canadian type, 220111 (3)",Mitochondrial,OMIM:220111,MONDO:0009069,Profound
LRRC6,614930,"Ciliary dyskinesia, primary, 19, 614935 (3)",Respiratory,OMIM:614935,MONDO:0013979,Severe
LRSAM1,610933,"Charcot-Marie-Toothe disease, axonal, type 2P, 614436 (3)",Neuromuscular,OMIM:614436,MONDO:0013753,Severe
LTBP3,602090,"Tooth agenesis, selective, 6, 613097 (3)",Skeletal,OMIM:613097,,
LTBP4,604710,"Cutis laxa, autosomal recessive, type IC, 613177 (3)",Cutaneous,OMIM:613177,MONDO:0013170,Severe
LYRM7,615831,"Mitochondrial complex III deficiency, nuclear type 8, 615838 (3), Autosomal recessive",Mitochondrial,OMIM:615838,MONDO:0014364,Profound
LYST,606897,"Chediak-Higashi syndrome, 214500 (3)",Lysosomal,OMIM:214500,MONDO:0008963,Profound
LZTFL1,606568,"Bardet-Biedl syndrome 17, 615994 (3)",Developmental,OMIM:615994,MONDO:0014445,Profound
MALT1,604860,"Immunodeficiency 12, 615468 (3)",Immunodeficiency,OMIM:615468,MONDO:0014197,Severe
MAN1B1,604346,"Mental retardation, autosomal recessive 15, 614202 (3)",Neurologic,OMIM:614202,MONDO:0013624,Profound
MAN2B1,609458,"Mannosidosis, alpha-, types I and II, 248500 (3)",Lysosomal,OMIM:248500,MONDO:0009561,Profound
MANBA,609489,"Mannosidosis, beta, 248510 (3)",Lysosomal,OMIM:248510,MONDO:0009562,Profound
MAOA,309850,"Brunner syndrome, 300615 (3)",Neurologic,OMIM:300615,MONDO:0010379,Profound
MAPKBP1,616786,"Nephronophthisis 20, 617271 (3), Autosomal recessive",Renal,OMIM:617271,MONDO:0014997,Severe
MARS1,156560,"Interstitial lung and liver disease, 615486 (3)",Developmental,OMIM:615486,MONDO:0014206,Profound
MARS2,609728,"Spastic ataxia 3, autosomal recessive, 611390 (3)",Neuromuscular,OMIM:611390,MONDO:0012664,Profound
MASP1,600521,"3MC syndrome 1, 257920 (3)",Developmental,OMIM:257920,MONDO:0009770,Profound
MBOAT7,606048,"Mental retardation, autosomal recessive 57, 617188 (3)",Neurologic,OMIM:617188,MONDO:0014962,Profound
MBTPS2,300294,"IFAP syndrome with or without BRESHECK syndrome, 308205 (3)",Developmental,OMIM:308205,MONDO:0100213,Profound
MC2R,607397,"Glucocorticoid deficiency, due to ACTH unresponsiveness, 202200 (3)",Endocrine,OMIM:202200,MONDO:0024536,Severe
MCFD2,607788,"Factor V and factor VIII, combined deficiency of, 613625 (3)",Hematologic,OMIM:613625,MONDO:0013331,Mild
MCM4,602638,"Natural killer cell and glucocorticoid deficiency with DNA repair defect, 609981 (3)",Immunodeficiency,OMIM:609981,MONDO:0012383,Profound
MCOLN1,605248,"Mucolipidosis IV, 252650 (3)",Lysosomal,OMIM:252650,MONDO:0009653,Profound
MCPH1,607117,"Microcephaly 1, primary, autosomal recessive, 251200 (3)",Developmental,OMIM:251200,MONDO:0009617,Profound
MECP2,300005,"Encephalopathy, neonatal severe, 300673 (3)",Neurodegenerative,OMIM:300673,MONDO:0010397,Profound
MED12,300188,"Lujan-Fryns syndrome, 309520 (3)",Developmental,OMIM:309520,MONDO:0010655,Profound
MED17,603810,"Microcephaly, postnatal progressive, with seizures and brain atrophy, 613668 (3)",Developmental,OMIM:613668,MONDO:0013351,Profound
MED23,605042,"Mental retardation, autosomal recessive 18, 614249 (3)",Neurologic,OMIM:614249,MONDO:0013651,Profound
MED25,610197,"Basel-Vanagait-Smirin-Yosef syndrome, 616449 (3)",Developmental,OMIM:616449,MONDO:0014643,Profound
MEGF10,612453,"Myopathy, areflexia, respiratory distress, and dysphagia, early-onset, 614399 (3)",Neuromuscular,OMIM:614399,MONDO:0013731,Profound
MEGF8,604267,"Carpenter syndrome 2, 614976 (3)",Developmental,OMIM:614976,MONDO:0013998,Severe
MERTK,604705,"Retinitis pigmentosa 38, 613862 (3)",Ocular,OMIM:613862,MONDO:0013469,Moderate
MESP2,605195,"Spondylocostal dysostosis 2, autosomal recessive, 608681 (3)",Skeletal,OMIM:608681,MONDO:0012097,Severe
METTL23,615262,"Mental retardation, autosomal recessive 44, 615942 (3)",Neurologic,OMIM:615942,MONDO:0014409,Profound
MFN2,608507,"Charcot-Marie-Tooth disease, axonal, type 2A2B, 617087 (3), Autosomal recessive",Neuromuscular,OMIM:617087,MONDO:0014906,Severe
MFSD2A,614397,"Microcephaly 15, primary, autosomal recessive, 616486 (3), Autosomal recessive",Developmental,OMIM:616486,MONDO:0014660,Profound
MFSD8,611124,"Ceroid lipofuscinosis, neuronal, 7, 610951 (3)",Neurodegenerative,OMIM:610951,MONDO:0012588,Profound
MGAT2,602616,"Congenital disorder of glycosylation, type IIa, 212066 (3)",Metabolic,OMIM:212066,MONDO:0008908,Profound
MGME1,615076,"Mitochondrial DNA depletion syndrome 11, 615084 (3)",Mitochondrial,OMIM:615084,MONDO:0014039,Profound
MGP,154870,"Keutel syndrome, 245150 (3)",Developmental,OMIM:245150,MONDO:0009495,Profound
MICU1,605084,"Myopathy with extrapyramidal signs, 615673 (3)",Neuromuscular,OMIM:615673,MONDO:0014300,Profound
MID1,300552,"Opitz GBBB syndrome, type I, 300000 (3)",Developmental,OMIM:300000,MONDO:0010222,Profound
MKKS,604896,"McKusick-Kaufman syndrome, 236700 (3)",Developmental,OMIM:236700,MONDO:0009367,Profound
MKS1,609883,"Meckel syndrome 1, 249000 (3)",Developmental,OMIM:249000,MONDO:0009571,Profound
MLC1,605908,"Megalencephalic leukoencephalopathy with subcortical cysts, 604004 (3)",Neurodegenerative,OMIM:604004,MONDO:0024555,Profound
MLC1,605908,"Megalencephalic leukoencephalopathy with subcortical cysts, 604004 (3)",Neurodegenerative,OMIM:604004,MONDO:0024555,Profound
MLYCD,606761,"Malonyl-CoA decarboxylase deficiency, 248360 (3)",Metabolic,OMIM:248360,MONDO:0009556,Profound
MMAA,607481,"Methylmalonic aciduria, vitamin B12-responsive, 251100 (3)",Metabolic,OMIM:251100,MONDO:0009613,Severe
MMAB,607568,"Methylmalonic aciduria, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin, cblB complementation type, 251110 (3)",Metabolic,OMIM:251110,MONDO:0009614,Profound
MMACHC,609831,"Methylmalonic aciduria and homocystinuria, cblC type, 277400 (3)",Metabolic,OMIM:277400,MONDO:0010184,Profound
MMACHC,609831,"Methylmalonic aciduria and homocystinuria, cblC type, 277400 (3)",Metabolic,OMIM:277400,MONDO:0010184,Profound
MMADHC,611935,"Methylmalonic aciduria and homocystinuria, cblD type, 277410 (3)",Metabolic,OMIM:277410,MONDO:0010185,Profound
MMP2,120360,"Multicentric osteolysis, nodulosis, and arthropathy, 259600 (3)",Skeletal,OMIM:259600,MONDO:0009809,Severe
MMP21,608416,"Heterotaxy, visceral, 7, autosomal, 616749 (3), Autosomal recessive",Developmental,OMIM:616749,MONDO:0014762,Severe
MMUT,609058,"Methylmalonic aciduria, mut(0) type, 251000 (3)",Metabolic,OMIM:251000,MONDO:0009612,Profound
MOCS1,603707,"Molybdenum cofactor deficiency A, 252150 (3)",Metabolic,OMIM:252150,MONDO:0009643,Profound
MOCS2,603708,"Molybdenum cofactor deficiency B, 252160 (3)",Metabolic,OMIM:252160,MONDO:0009644,Profound
MPDZ,603785,"Hydrocephalus, nonsyndromic, autosomal recessive 2, 615219 (3)",Neurologic,OMIM:615219,MONDO:0014085,Profound
MPI,154550,"Congenital disorder of glycosylation, type Ib, 602579 (3)",Metabolic,OMIM:602579,MONDO:0011257,Profound
MPL,159530,"Thrombocytopenia, congenital amegakaryocytic, 604498 (3)",Hematologic,OMIM:604498,MONDO:0011469,
MPLKIP,609188,"Trichothiodystrophy 4, nonphotosensitive, 234050 (3)",Cutaneous,OMIM:234050,MONDO:0021013,Profound
MPV17,137960,"Mitochondrial DNA depletion syndrome 6 (hepatocerebral type), 256810 (3)",Mitochondrial,OMIM:256810,MONDO:0009747,Profound
MPZ,159440,"Dejerine-Sottas disease, 145900 (3)",Neuromuscular,OMIM:145900,MONDO:0007790,Severe
MPZ,159440,"Dejerine-Sottas disease, 145900 (3)",Neuromuscular,OMIM:145900,MONDO:0007790,Severe
MPZ,159440,"Dejerine-Sottas disease, 145900 (3)",Neuromuscular,OMIM:145900,MONDO:0007790,Severe
MPZ,159440,"Dejerine-Sottas disease, 145900 (3)",Neuromuscular,OMIM:145900,MONDO:0007790,Severe
MRAP,609196,"Glucocorticoid deficiency 2, 607398 (3)",Endocrine,OMIM:607398,MONDO:0011826,Profound
MRE11,600814,"Ataxia-telangiectasia-like disorder, 604391 (3)",Neurodegenerative,OMIM:604391,MONDO:0024557,Profound
MTFMT,611766,"Combined oxidative phosphorylation deficiency 15, 614947 (3)",Mitochondrial,OMIM:614947,MONDO:0013987,Profound
MTHFD1,172460,"Combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia, 617780 (3), Autosomal recessive",Metabolic,OMIM:617780,MONDO:0060611,Profound
MTHFR,607093,"Homocystinuria due to MTHFR deficiency, 236250 (3)",Metabolic,OMIM:236250,MONDO:0009353,Profound
MTM1,300415,"Myotubular myopathy, X-linked, 310400 (3)",Neuromuscular,OMIM:310400,MONDO:0010683,Severe
MTMR2,603557,"Charcot-Marie-Tooth disease, type 4B1, 601382 (3)",Neuromuscular,OMIM:601382,MONDO:0011066,Severe
MTO1,614667,"Combined oxidative phosphorylation deficiency 10, 614702 (3)",Mitochondrial,OMIM:614702,MONDO:0013865,Profound
MTR,156570,"Homocystinuria-megaloblastic anemia, cblG complementation type, 250940 (3)",Metabolic,OMIM:250940,MONDO:0009609,Profound
MTRR,602568,"Homocystinuria-megaloblastic anemia, cbl E type, 236270 (3)",Metabolic,OMIM:236270,MONDO:0009354,Profound
MTTP,157147,"Abetalipoproteinemia, 200100 (3)",Metabolic,OMIM:200100,MONDO:0008692,Profound
MUSK,601296,"Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency, 616325 (3)",Neuromuscular,OMIM:616325,MONDO:0014587,Severe
MVK,251170,"Mevalonic aciduria, 610377 (3)",Metabolic,OMIM:610377,MONDO:0012481,Profound
MYD88,602170,"Pyogenic bacterial infections, recurrent, due to MYD88 deficiency, 612260 (3)",Immunodeficiency,OMIM:612260,MONDO:0012839,Moderate
MYMK,615345,"Carey-Fineman-Ziter syndrome, 254940 (3), Autosomal recessive",Neuromuscular,OMIM:254940,MONDO:0009700,
MYO5B,606540,"Microvillus inclusion disease, 251850 (3)",Gastroenterologic,OMIM:251850,MONDO:0009635,Severe
MYO7A,276903,"Usher syndrome, type 1B, 276900 (3)",Developmental,OMIM:276900,MONDO:0010168,
NAA10,300013,"N-terminal acetyltransferase deficiency, 300855 (3)",Developmental,OMIM:300855,MONDO:0010457,Profound
NAGA,104170,"Schindler disease, type I, 609241 (3)",Lysosomal,OMIM:609241,MONDO:0012221,Profound
NAGLU,609701,"Mucopolysaccharidosis type IIIB (Sanfilippo B), 252920 (3)",Lysosomal,OMIM:252920,MONDO:0009656,Profound
NAGS,608300,"N-acetylglutamate synthase deficiency, 237310 (3)",Metabolic,OMIM:237310,MONDO:0009377,Profound
NALCN,611549,"Hypotonia, infantile, with psychomotor retardation and characteristic facies, 615419 (3)",Neurologic,OMIM:615419,MONDO:0024567,Profound
NANS,605202,"Spondyloepimetaphyseal dysplasia, Camera-Genevieve type, 610442 (3), Autosomal recessive",Skeletal,OMIM:610442,MONDO:0012495,Profound
NARS2,612803,"Combined oxidative phosphorylation deficiency 24, 616239 (3)",Mitochondrial,OMIM:616239,MONDO:0014547,Profound
NAXE,608862,"Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 617186 (3), Autosomal recessive",Neurologic,OMIM:617186,,
NBAS,608025,"Short stature, optic nerve atrophy, and Pelger-Huet anomaly, 614800 (3)",Developmental,OMIM:614800,MONDO:0013889,Severe
NBN,602667,"Nijmegen breakage syndrome, 251260 (3)",Developmental,OMIM:251260,MONDO:0009623,Profound
NCF1,608512,"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3)",Immunodeficiency,OMIM:233700,MONDO:0009309,Severe
NCF2,608515,"Chronic granulomatous disease due to deficiency of NCF-2, 233710 (3)",Immunodeficiency,OMIM:233710,MONDO:0009310,Severe
